Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Let's Rock,Scorpions,Sting in the Tail,2010,3:20,4,0.507,0.921,0,-3.676,1,0.0788,0.000346,0.00692,0.124,0.624,148.076,21
Slave Me,Scorpions,Sting in the Tail,2010,2:45,4,0.327,0.919,7,-3.436,0,0.098,0.0218,0.00057,0.141,0.391,201.833,25
Who We Are,Scorpions,Return to Forever,2015,2:33,4,0.622,0.298,7,-7.753,0,0.0297,0.837,0,0.089,0.152,121.038,12
House of Cards,Scorpions,Return to Forever,2015,5:05,4,0.538,0.415,5,-7.53,0,0.0271,0.416,0,0.195,0.185,131.973,32
Rollin' Home,Scorpions,Return to Forever,2015,4:03,4,0.571,0.806,4,-6.244,1,0.0426,0.0181,0,0.0348,0.643,92.019,13
The World We Used to Know,Scorpions,Return to Forever,2015,3:51,4,0.833,0.665,11,-6.095,1,0.0322,0.102,0.000134,0.113,0.535,105,11
When the Truth Is a Lie,Scorpions,Return to Forever,2015,4:27,4,0.37,0.86,1,-5.808,1,0.0438,0.00041,0.00646,0.258,0.407,176.046,9
Gypsy Life,Scorpions,Return to Forever,2015,4:51,4,0.534,0.485,1,-5.706,0,0.0298,0.168,0.00036,0.0993,0.115,121.856,16
Crazy Ride,Scorpions,Return to Forever,2015,4:21,4,0.564,0.942,1,-5.423,1,0.0631,0.0000677,0.00127,0.292,0.403,127.025,10
Eye of the Storm,Scorpions,Return to Forever,2015,4:27,4,0.419,0.73,2,-5.372,1,0.0341,0.193,0,0.0812,0.126,147.942,27
Delirious,Scorpions,Return to Forever,2015,2:57,4,0.594,0.887,11,-5.356,1,0.0839,0.00045,0.000225,0.124,0.606,109.988,9
The Scratch,Scorpions,Return to Forever,2015,3:41,4,0.392,0.857,9,-5.103,0,0.11,0.000134,0.00142,0.122,0.466,181.959,11
Rock 'n' Roll Band,Scorpions,Return to Forever,2015,3:54,4,0.383,0.949,7,-5.028,1,0.0856,0.000136,0.0624,0.304,0.397,183.938,15
We Built This House,Scorpions,Return to Forever,2015,3:53,4,0.576,0.738,4,-4.955,0,0.0277,0.00318,0,0.308,0.324,124.043,28
Going out with a Bang,Scorpions,Return to Forever,2015,3:47,4,0.498,0.912,0,-4.936,1,0.0487,0.0002,0.188,0.245,0.551,163.964,17
Catch Your Luck and Play,Scorpions,Return to Forever,2015,3:33,4,0.461,0.859,4,-4.723,1,0.0396,0.000158,0.000662,0.305,0.479,95.963,13
One and One Is Three,Scorpions,Return to Forever,2015,4:22,4,0.409,0.913,1,-4.683,1,0.0467,0.0000751,0.0187,0.183,0.315,155.099,8
Dancing with the Moonlight,Scorpions,Return to Forever,2015,3:42,4,0.508,0.895,7,-4.533,1,0.085,0.000705,0.00163,0.103,0.672,161.03,12
Hard Rockin' the Place,Scorpions,Return to Forever,2015,4:06,4,0.591,0.923,2,-4.482,1,0.0807,0.000406,0.284,0.32,0.498,126.082,14
Rock My Car,Scorpions,Return to Forever,2015,3:20,4,0.464,0.939,11,-4.154,1,0.0556,0.0000382,0.26,0.396,0.522,145.023,11
All for One,Scorpions,Return to Forever,2015,2:58,4,0.611,0.946,0,-4.056,1,0.101,0.0147,0.000121,0.306,0.621,121.937,10
When You Know (Where You Come From) - Acoustic Version,Scorpions,Rock Believer (Deluxe),2022,3:44,4,0.695,0.32,2,-6.72,0,0.0318,0.79,0,0.0836,0.486,147.992,29
Seventh Sun,Scorpions,Rock Believer (Deluxe),2022,5:30,4,0.523,0.822,3,-4.114,1,0.033,0.053,0.00000279,0.0774,0.409,74.028,41
When You Know (Where You Come From),Scorpions,Rock Believer (Deluxe),2022,4:22,4,0.45,0.618,2,-3.522,0,0.0308,0.26,0,0.121,0.291,147.96,48
Knock 'em Dead,Scorpions,Rock Believer (Deluxe),2022,4:11,4,0.561,0.977,7,-2.998,1,0.059,0.000323,0.106,0.138,0.549,127.012,31
Shining Of Your Soul,Scorpions,Rock Believer (Deluxe),2022,3:57,4,0.493,0.946,3,-2.955,0,0.0577,0.000936,0.00347,0.109,0.555,130.561,36
Rock Believer,Scorpions,Rock Believer (Deluxe),2022,3:57,4,0.445,0.88,8,-2.909,1,0.043,0.119,0,0.272,0.375,93.299,49
Unleash The Beast,Scorpions,Rock Believer (Deluxe),2022,4:17,3,0.304,0.972,0,-2.858,1,0.0804,0.00107,0.0111,0.118,0.497,182.109,26
Shoot For Your Heart,Scorpions,Rock Believer (Deluxe),2022,4:01,4,0.447,0.988,0,-2.849,0,0.0941,0.0024,0.00476,0.0463,0.421,175.017,30
When Tomorrow Comes,Scorpions,Rock Believer (Deluxe),2022,3:47,4,0.523,0.989,9,-2.813,1,0.151,0.00108,0.0661,0.18,0.246,134.934,27
Hot And Cold,Scorpions,Rock Believer (Deluxe),2022,4:12,4,0.498,0.987,9,-2.727,1,0.0661,0.000104,0.00158,0.271,0.266,132.05,30
Call Of The Wild,Scorpions,Rock Believer (Deluxe),2022,5:20,4,0.493,0.934,1,-2.526,1,0.0399,0.00334,0.000361,0.0933,0.32,126.03,28
Roots In My Boots,Scorpions,Rock Believer (Deluxe),2022,3:17,4,0.548,0.99,1,-2.458,1,0.079,0.00574,0.00127,0.313,0.494,103.991,32
Gas In The Tank,Scorpions,Rock Believer (Deluxe),2022,3:40,4,0.417,0.958,9,-2.273,0,0.0639,0.00294,0.00337,0.34,0.504,150.023,43
Crossing Borders,Scorpions,Rock Believer (Deluxe),2022,3:38,4,0.441,0.913,9,-2.269,1,0.0406,0.000486,0.000142,0.294,0.548,102.017,26
When I Lay My Bones To Rest,Scorpions,Rock Believer (Deluxe),2022,3:07,4,0.363,0.992,7,-2.083,1,0.133,0.00105,0.103,0.221,0.267,177.94,29
Peacemaker,Scorpions,Rock Believer (Deluxe),2022,2:56,4,0.366,0.998,8,-1.879,1,0.161,0.0193,0.0133,0.0593,0.156,166.996,35
Benedictus,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:38,4,0.168,0.0859,7,-19.749,1,0.0345,0.857,0.155,0.117,0.128,133.638,30
Peggy-O,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:24,5,0.503,0.131,6,-18.933,1,0.0312,0.9,0.000432,0.105,0.62,102.253,31
"Wednesday Morning, 3 A.M.",Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:13,4,0.497,0.194,5,-17.237,1,0.0364,0.828,0.0000188,0.102,0.511,105.656,51
The Sun Is Burning,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:48,4,0.574,0.191,11,-16.754,1,0.0353,0.834,0.00000607,0.117,0.49,122.4,42
Bleecker Street,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:43,4,0.414,0.238,4,-16.215,1,0.0306,0.791,0.0285,0.0968,0.479,100.85,52
Sparrow,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:47,4,0.382,0.218,5,-15.761,1,0.0302,0.733,0.000665,0.108,0.321,130.696,43
He Was My Brother,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:47,4,0.184,0.302,9,-13.742,1,0.0364,0.63,0.0000132,0.123,0.51,201.861,32
The Sound of Silence - Acoustic Version,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,3:05,4,0.525,0.216,6,-13.551,1,0.0301,0.837,0,0.107,0.328,106.761,77
Last Night I Had the Strangest Dream,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:10,1,0.554,0.374,4,-13.367,1,0.0276,0.448,0.0000154,0.265,0.851,80.113,34
You Can Tell The World,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:45,4,0.466,0.352,7,-12.839,1,0.0352,0.541,0,0.186,0.888,121.796,31
The Times They Are A-Changin',Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:50,3,0.393,0.416,5,-11.702,1,0.0301,0.273,0,0.237,0.625,173.509,42
Go Tell It On the Mountain,Simon And Garfunkel,"Wednesday Morning, 3 A.M.",1964,2:04,4,0.335,0.369,5,-11.396,1,0.0322,0.505,0,0.186,0.711,121.748,29
7 O'clock News / Silent Night,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:00,5,0.284,0.231,8,-17.021,1,0.0414,0.774,0.0000223,0.109,0.355,131.662,31
Scarborough Fair / Canticle,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,3:10,3,0.336,0.248,2,-15.626,1,0.0324,0.65,0,0.113,0.298,128.548,59
Cloudy,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:11,4,0.473,0.328,11,-14.716,0,0.0318,0.668,0.00000974,0.127,0.304,92.355,36
Flowers Never Bend with the Rainfall,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:11,4,0.425,0.34,9,-14.176,1,0.0357,0.656,0,0.127,0.488,110.208,47
The 59th Street Bridge Song (Feelin' Groovy),Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,1:43,4,0.467,0.431,0,-13.274,0,0.0439,0.564,0.0000077,0.0727,0.577,75.74,58
The Dangling Conversation,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:38,4,0.437,0.284,10,-13.116,1,0.0316,0.683,0.00000142,0.115,0.322,91.721,46
"For Emily, Whenever I May Find Her",Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:05,4,0.311,0.223,3,-13.061,1,0.0315,0.757,0.00000457,0.0915,0.324,145.933,41
A Poem on the Underground Wall,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,1:54,4,0.344,0.475,2,-12.994,1,0.0595,0.584,0,0.0881,0.563,110.034,41
Patterns,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:42,4,0.61,0.586,7,-12.881,1,0.0457,0.491,0.000761,0.196,0.489,119.048,34
Homeward Bound,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:29,4,0.485,0.378,3,-11.773,1,0.0337,0.831,0,0.103,0.528,92.928,64
The Big Bright Green Pleasure Machine,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:43,4,0.597,0.754,2,-9.662,1,0.0452,0.559,0,0.327,0.652,90.185,31
A Simple Desultory Philippic,Simon And Garfunkel,"Parsley, Sage, Rosemary And Thyme",1966,2:13,4,0.583,0.698,2,-9.276,1,0.0862,0.106,0,0.0898,0.779,91.314,33
Kathy's Song,Simon And Garfunkel,Sounds Of Silence,1966,3:17,4,0.431,0.188,6,-16.667,1,0.031,0.9,0.0009,0.122,0.487,102.039,54
April Come She Will,Simon And Garfunkel,Sounds Of Silence,1966,1:49,4,0.489,0.186,9,-16.237,1,0.029,0.863,0.000152,0.2,0.349,102.245,64
Leaves That Are Green,Simon And Garfunkel,Sounds Of Silence,1966,2:21,4,0.537,0.361,4,-15.617,1,0.0327,0.32,0,0.0756,0.889,105.668,50
Anji,Simon And Garfunkel,Sounds Of Silence,1966,2:13,4,0.3,0.248,11,-13.622,0,0.041,0.931,0.911,0.127,0.399,168.388,44
A Most Peculiar Man,Simon And Garfunkel,Sounds Of Silence,1966,2:30,4,0.487,0.483,1,-12.466,1,0.0317,0.411,0.00000968,0.0638,0.656,65.383,42
Somewhere They Can't Find Me,Simon And Garfunkel,Sounds Of Silence,1966,2:35,4,0.406,0.478,11,-11.556,0,0.0339,0.582,0,0.121,0.576,80.62,34
We've Got a Groovy Thing Goin',Simon And Garfunkel,Sounds Of Silence,1966,1:58,4,0.533,0.523,0,-10.996,0,0.0725,0.555,0,0.287,0.878,94.249,35
Richard Cory,Simon And Garfunkel,Sounds Of Silence,1966,2:55,4,0.563,0.586,11,-10.929,1,0.0407,0.232,0,0.268,0.816,80.665,35
I Am a Rock,Simon And Garfunkel,Sounds Of Silence,1966,2:49,4,0.66,0.611,0,-10.309,1,0.0392,0.423,0.0000111,0.107,0.749,113.898,58
Blessed,Simon And Garfunkel,Sounds Of Silence,1966,3:13,3,0.162,0.471,7,-9.967,1,0.0361,0.049,0.0000106,0.198,0.39,202.809,34
The Sound of Silence - Electric Version,Simon And Garfunkel,Sounds Of Silence,1966,3:05,4,0.44,0.466,6,-9.712,1,0.0284,0.17,0.00000103,0.118,0.543,107.744,50
Bookends Theme,Simon And Garfunkel,Bookends,1968,0:32,4,0.419,0.106,9,-34.602,0,0.107,0.985,0.93,0.103,0.62,142.262,45
Voices of Old People,Simon And Garfunkel,Bookends,1968,2:07,5,0.538,0.083,10,-32.046,0,0.779,0.615,0,0.464,0.263,60.025,30
Bookends Theme - Reprise,Simon And Garfunkel,Bookends,1968,1:20,3,0.471,0.0997,4,-23.512,1,0.0354,0.907,0.0209,0.116,0.502,137.964,53
Overs,Simon And Garfunkel,Bookends,1968,2:14,4,0.458,0.0585,7,-21.427,1,0.0468,0.891,0.000232,0.0895,0.183,79.573,37
Punky's Dilemma,Simon And Garfunkel,Bookends,1968,2:12,4,0.58,0.18,4,-19.687,1,0.0472,0.678,0.000238,0.146,0.657,129.828,43
Old Friends,Simon And Garfunkel,Bookends,1968,2:35,3,0.202,0.176,1,-16.425,0,0.0343,0.756,0.000303,0.113,0.3,152.633,43
America,Simon And Garfunkel,Bookends,1968,3:35,3,0.259,0.241,2,-15.955,1,0.042,0.554,0.00000662,0.0849,0.275,178.453,61
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon And Garfunkel,Bookends,1968,4:04,4,0.606,0.457,6,-14.035,0,0.0497,0.713,0.0000253,0.0747,0.813,92.033,79
Save the Life of My Child,Simon And Garfunkel,Bookends,1968,2:48,4,0.351,0.449,0,-13.675,1,0.0328,0.0282,0.00178,0.692,0.293,128.048,36
Fakin' It,Simon And Garfunkel,Bookends,1968,3:17,4,0.476,0.501,9,-11.708,1,0.0372,0.424,0.0000116,0.16,0.575,101.677,37
At the Zoo,Simon And Garfunkel,Bookends,1968,2:22,4,0.532,0.553,4,-11.609,0,0.0485,0.428,0.0000013,0.283,0.649,84.581,46
A Hazy Shade of Winter,Simon And Garfunkel,Bookends,1968,2:17,4,0.497,0.59,2,-11.203,0,0.0296,0.139,0.00000711,0.378,0.969,142.027,49
Song for the Asking,Simon And Garfunkel,Bridge Over Troubled Water,1970,1:50,3,0.3,0.135,11,-19.696,1,0.0321,0.907,0.0135,0.384,0.431,152.945,42
"So Long, Frank Lloyd Wright",Simon And Garfunkel,Bridge Over Troubled Water,1970,3:41,4,0.531,0.184,4,-18.271,1,0.0349,0.955,0.022,0.153,0.218,109.843,42
El Condor Pasa (If I Could),Simon And Garfunkel,Bridge Over Troubled Water,1970,3:07,4,0.33,0.214,4,-17.699,0,0.0311,0.836,0.0701,0.178,0.275,147.795,61
The Boxer,Simon And Garfunkel,Bridge Over Troubled Water,1970,5:08,4,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,69
Bridge Over Troubled Water,Simon And Garfunkel,Bridge Over Troubled Water,1970,4:53,4,0.149,0.206,3,-13.888,1,0.0323,0.822,0.000649,0.115,0.264,79.764,68
The Only Living Boy in New York,Simon And Garfunkel,Bridge Over Troubled Water,1970,3:58,4,0.411,0.381,11,-12.361,1,0.0286,0.13,0.257,0.132,0.524,76.963,60
Baby Driver,Simon And Garfunkel,Bridge Over Troubled Water,1970,3:15,4,0.445,0.68,8,-11.338,1,0.0528,0.378,0.000209,0.102,0.75,163.664,53
Why Don't You Write Me,Simon And Garfunkel,Bridge Over Troubled Water,1970,2:46,4,0.745,0.771,8,-10.067,1,0.0352,0.355,0.000315,0.0791,0.932,117.209,40
Cecilia,Simon And Garfunkel,Bridge Over Troubled Water,1970,2:54,4,0.755,0.876,0,-8.867,1,0.0362,0.357,0.00000517,0.22,0.954,102.762,75
"Bye Bye Love - Live at Memorial Auditorium, Burlington, VT - October 1968",Simon And Garfunkel,Bridge Over Troubled Water,1970,2:52,4,0.431,0.963,6,-7.823,1,0.0677,0.177,0.0000707,0.833,0.637,152.527,40
Keep the Customer Satisfied,Simon And Garfunkel,Bridge Over Troubled Water,1970,2:35,4,0.473,0.743,8,-7.073,1,0.0456,0.111,0,0.58,0.622,135.624,45
Destiny,Simple Minds,Life In A Day,1979,3:38,4,0.325,0.69,7,-10.465,1,0.0303,0.14,0.0148,0.131,0.566,134.268,11
Wasteland,Simple Minds,Life In A Day,1979,3:45,4,0.422,0.677,9,-10.356,0,0.0405,0.0669,0.0313,0.141,0.694,145.839,12
Murder Story,Simple Minds,Life In A Day,1979,6:17,4,0.319,0.679,9,-9.967,1,0.0495,0.104,0.000534,0.48,0.186,83.496,12
Pleasantly Disturbed,Simple Minds,Life In A Day,1979,7:59,4,0.236,0.561,2,-9.802,1,0.0336,0.0341,0.00194,0.164,0.13,100.386,15
All For You,Simple Minds,Life In A Day,1979,2:51,4,0.434,0.777,9,-9.414,0,0.0321,0.0761,0.000878,0.158,0.898,121.332,14
Chelsea Girl,Simple Minds,Life In A Day,1979,4:34,4,0.586,0.625,9,-9.271,1,0.0264,0.0689,0.00000541,0.247,0.88,108.902,25
No Cure,Simple Minds,Life In A Day,1979,3:34,4,0.44,0.847,4,-9.19,1,0.0362,0.204,0.0000182,0.082,0.74,146.024,13
Sad Affair,Simple Minds,Life In A Day,1979,2:45,4,0.461,0.888,5,-8.199,1,0.0431,0.0315,0.0000557,0.233,0.946,152.728,13
Life In A Day,Simple Minds,Life In A Day,1979,4:05,4,0.373,0.849,2,-6.352,1,0.0375,0.288,0.00198,0.0955,0.728,114.792,26
Someone,Simple Minds,Life In A Day,1979,3:42,4,0.331,0.966,0,-5.978,1,0.0865,0.18,0.0000984,0.352,0.693,152.186,17
Veldt,Simple Minds,Reel To Real Cacophony,1979,3:33,4,0.346,0.366,9,-19.003,1,0.0668,0.746,0.859,0.0696,0.287,92.074,10
Film Theme,Simple Minds,Reel To Real Cacophony,1979,2:26,4,0.472,0.231,4,-14.222,0,0.0361,0.141,0.901,0.0772,0.156,166.432,14
Cacophony,Simple Minds,Reel To Real Cacophony,1979,1:41,4,0.705,0.158,4,-11.493,0,0.0603,0.76,0.701,0.0597,0.566,120.199,19
Scar,Simple Minds,Reel To Real Cacophony,1979,3:32,4,0.617,0.533,4,-10.74,1,0.03,0.578,0.29,0.157,0.186,110.929,11
Naked Eye,Simple Minds,Reel To Real Cacophony,1979,2:22,4,0.583,0.808,5,-10.223,0,0.17,0.183,0.000685,0.239,0.975,179.73,11
Calling Your Name,Simple Minds,Reel To Real Cacophony,1979,5:06,4,0.514,0.865,4,-10.185,0,0.0364,0.171,0.238,0.244,0.696,143.302,12
Citizen (Dance Of Youth),Simple Minds,Reel To Real Cacophony,1979,2:53,3,0.643,0.562,1,-9.771,1,0.0799,0.152,0.0000311,0.0969,0.897,138.432,10
Factory,Simple Minds,Reel To Real Cacophony,1979,4:15,4,0.392,0.678,5,-9.295,1,0.0289,0.155,0.000187,0.19,0.474,127.321,14
Premonition,Simple Minds,Reel To Real Cacophony,1979,5:29,4,0.49,0.665,9,-8.8,0,0.0305,0.000133,0.0106,0.0817,0.728,119.003,16
Reel To Real,Simple Minds,Reel To Real Cacophony,1979,2:50,4,0.427,0.669,4,-8.796,0,0.0304,0.251,0.319,0.133,0.862,107.407,15
Changeling,Simple Minds,Reel To Real Cacophony,1979,4:11,4,0.524,0.9,9,-8.553,1,0.0753,0.0183,0.0264,0.507,0.561,114.554,22
Carnival (Shelter In A Suitcase),Simple Minds,Reel To Real Cacophony,1979,2:51,4,0.492,0.836,2,-7.387,1,0.0746,0.108,0.000244,0.272,0.604,123.021,10
Kant Kino,Simple Minds,Empires And Dance,1980,1:53,5,0.399,0.491,11,-17.108,0,0.0394,0.19,0.976,0.149,0.408,103.434,13
Twist/Run/Repulsion,Simple Minds,Empires And Dance,1980,4:39,3,0.6,0.949,1,-10.415,1,0.0575,0.371,0.0162,0.226,0.393,111.118,12
Constantinople Line,Simple Minds,Empires And Dance,1980,4:44,4,0.55,0.713,1,-9.597,1,0.0298,0.011,0.0589,0.547,0.665,113.605,13
Room,Simple Minds,Empires And Dance,1980,2:29,4,0.421,0.665,9,-9.454,1,0.0441,0.141,0.522,0.166,0.811,114.963,13
Capital City,Simple Minds,Empires And Dance,1980,6:17,4,0.393,0.541,6,-8.877,0,0.031,0.133,0.0173,0.0982,0.101,146.707,15
This Fear Of Gods,Simple Minds,Empires And Dance,1980,7:00,4,0.671,0.656,11,-8.482,0,0.0459,0.0134,0.393,0.0613,0.618,98.282,23
Today I Died Again,Simple Minds,Empires And Dance,1980,4:39,4,0.105,0.786,4,-7.989,1,0.0566,0.0136,0.0364,0.225,0.312,207.5,18
I Travel,Simple Minds,Empires And Dance,1980,4:04,4,0.591,0.955,0,-7.902,1,0.0611,0.00586,0.335,0.18,0.964,126.764,35
Celebrate,Simple Minds,Empires And Dance,1980,5:09,4,0.683,0.708,2,-7.499,1,0.0441,0.535,0.257,0.0511,0.78,135.372,23
Thirty Frames A Second,Simple Minds,Empires And Dance,1980,5:04,4,0.662,0.972,9,-6.038,0,0.0702,0.134,0.444,0.0605,0.689,126.419,15
League Of Nations,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,4:56,4,0.774,0.52,7,-13.698,1,0.0751,0.023,0.905,0.0929,0.706,104.455,3
Seeing Out The Angel,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,6:11,4,0.548,0.594,9,-10.468,0,0.033,0.216,0.433,0.0761,0.63,92.48,5
This Earth That You Walk Upon,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:27,4,0.545,0.627,5,-10.41,1,0.0559,0.0483,0.725,0.248,0.61,100.963,5
Sons And Fascination,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:22,4,0.615,0.85,5,-9.92,1,0.0405,0.017,0.276,0.0761,0.202,106.664,3
Theme For Great Cities,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:51,4,0.544,0.911,8,-9.169,1,0.0446,0.0891,0.815,0.11,0.587,122.593,24
Careful In Career,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:08,4,0.495,0.913,7,-8.97,1,0.117,0.00215,0.269,0.0994,0.339,139.691,3
Love Song,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:03,4,0.592,0.782,4,-8.875,1,0.0305,0.00145,0.244,0.148,0.784,122.762,24
Boys From Brazil,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:30,4,0.572,0.721,9,-8.329,1,0.0375,0.000053,0.676,0.118,0.487,129.735,4
Sweat In Bullet,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,4:30,4,0.586,0.829,4,-8.018,0,0.0382,0.00343,0.0164,0.04,0.673,108.215,6
20th Century Promised Land,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,4:55,4,0.531,0.899,5,-7.76,1,0.0802,0.0109,0.000148,0.162,0.718,114.495,4
In Trance As Mission,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,6:53,3,0.603,0.745,2,-7.673,1,0.028,0.00338,0.127,0.0687,0.721,114.892,6
Sound In 70 Cities,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:04,4,0.569,0.927,6,-7.593,0,0.0576,0.00533,0.855,0.331,0.426,116.959,4
Wonderful In Young Life,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,5:20,4,0.502,0.826,9,-7.141,0,0.0536,0.0005,0.555,0.12,0.359,141.712,3
70 Cities As Love Brings The Fall,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,4:49,4,0.566,0.947,9,-6.962,1,0.0696,0.0383,0,0.867,0.47,117.117,5
The American,Simple Minds,Sons And Fascination/Sister Feelings Call,1981,3:51,4,0.642,0.881,6,-6.44,0,0.0346,0.0382,0.219,0.335,0.693,117.925,10
King Is White And In The Crowd,Simple Minds,New Gold Dream,1982,7:03,4,0.76,0.464,0,-13.73,1,0.0313,0.086,0.434,0.0686,0.658,103.732,30
King Is White And In The Crowd - Instrumental / Touch Tape Magazine Version,Simple Minds,New Gold Dream,1982,8:46,4,0.776,0.446,4,-13.498,0,0.0357,0.04,0.879,0.198,0.496,103.726,17
Somebody Up There Likes You,Simple Minds,New Gold Dream,1982,5:02,4,0.783,0.42,0,-13.321,1,0.0383,0.00542,0.723,0.0561,0.355,112.703,35
Promised You A Miracle - US Dub,Simple Minds,New Gold Dream,1982,5:26,4,0.707,0.663,10,-13.075,0,0.037,0.000638,0.926,0.129,0.879,114.859,19
Hunter And The Hunted,Simple Minds,New Gold Dream,1982,5:54,4,0.714,0.484,0,-12.154,0,0.0419,0.00995,0.331,0.0801,0.489,106.763,37
Big Sleep,Simple Minds,New Gold Dream,1982,5:00,4,0.572,0.675,2,-12.087,0,0.0377,0.0672,0.705,0.157,0.422,86.792,40
Seeing Out The Angel - Instrumental Remix,Simple Minds,New Gold Dream,1982,6:35,4,0.64,0.488,7,-11.796,0,0.0384,0.119,0.825,0.427,0.709,92.623,24
Colours Fly And Catherine Wheel,Simple Minds,New Gold Dream,1982,3:49,4,0.734,0.608,7,-11.744,1,0.0333,0.0224,0.547,0.0642,0.646,98.581,31
Someone Somewhere (In Summertime),Simple Minds,New Gold Dream,1982,4:37,4,0.558,0.527,6,-10.922,0,0.0259,0.0163,0.152,0.11,0.674,99.784,54
New Gold Dream,Simple Minds,New Gold Dream,1982,5:38,4,0.586,0.753,9,-10.581,1,0.0331,0.0000301,0.544,0.342,0.657,123.357,43
Promised You A Miracle - US Remix,Simple Minds,New Gold Dream,1982,6:04,4,0.696,0.661,10,-10.56,0,0.0372,0.0288,0.105,0.0593,0.802,114.535,22
Promised You A Miracle - US Special Extended Remix,Simple Minds,New Gold Dream,1982,6:20,4,0.677,0.644,10,-10.36,0,0.031,0.0103,0.00196,0.172,0.766,114.242,19
Glittering Prize - Extended Theme,Simple Minds,New Gold Dream,1982,4:57,4,0.655,0.638,0,-10.223,0,0.028,0.0201,0.751,0.199,0.814,93.134,18
Someone Somewhere (In Summertime) - Extended Mix,Simple Minds,New Gold Dream,1982,6:06,4,0.531,0.614,6,-10.025,0,0.0266,0.0767,0.19,0.141,0.668,100.318,28
Glittering Prize - Club Mix,Simple Minds,New Gold Dream,1982,4:58,4,0.654,0.692,1,-9.667,1,0.04,0.18,0.036,0.323,0.763,93.225,23
Glittering Prize,Simple Minds,New Gold Dream,1982,4:33,4,0.656,0.648,1,-9.572,1,0.0317,0.127,0.0671,0.333,0.749,93.051,44
Promised You A Miracle,Simple Minds,New Gold Dream,1982,4:49,4,0.671,0.747,10,-9.062,0,0.0347,0.00417,0.108,0.326,0.847,113.696,26
New Gold Dream - German 12'' Remix With Drums,Simple Minds,New Gold Dream,1982,6:56,4,0.61,0.754,9,-8.856,1,0.0306,0.000112,0.332,0.48,0.588,123.45,26
Promised You A Miracle,Simple Minds,New Gold Dream,1982,4:27,4,0.671,0.728,5,-8.815,0,0.0281,0.0012,0.0916,0.337,0.776,114.028,49
New Gold Dream - German 12'' Remix,Simple Minds,New Gold Dream,1982,6:53,4,0.595,0.801,9,-7.794,1,0.0287,0.0000745,0.296,0.0718,0.497,123.55,25
Street Hassle,Simple Minds,Sparkle In The Rain,1984,5:15,4,0.534,0.604,4,-9.91,1,0.0308,0.0649,0.0233,0.124,0.343,120.085,21
A Brass Band In African Chimes,Simple Minds,Sparkle In The Rain,1984,9:24,4,0.537,0.833,2,-9.709,1,0.0401,0.0547,0.752,0.307,0.15,107.726,11
Shake Off The Ghosts,Simple Minds,Sparkle In The Rain,1984,3:59,4,0.559,0.66,9,-9.69,0,0.0278,0.0397,0.735,0.229,0.4,107.627,20
