name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
Flintlock: The Siege of Dawn,17-07-2024,13360,39.99,428492.0,8.54822977632938,78,Indie,Kepler Interactive,A44 Games,1832040
Touhou Hero of Ice Fairy,03-04-2024,113539,6.99,426279.0,7.463627015339362,98,Indie,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1955830
River Town Factory,06-02-2024,49851,14.99,422423.0,22.97850275057128,91,Indie,"iFAction Studio,BD Games",iFAction Studio,2281410
Enishia and the Binding Brand,10-05-2024,36535,14.99,420150.0,8.334240655135321,89,Indie,Kagura Games,Shimobashira Workshop,2582650
The Witch of Fern Island,27-02-2024,24841,24.99,419597.0,42.1769780679866,80,Indie,indie.io,Enjoy Studio S.A.,1550010
Aquarist,29-03-2024,49828,15.99,418284.0,5.791556271643747,85,AA,"PlayWay S.A.,FreeMind S.A.",FreeMind S.A.,1430760
TRIBES 3: Rivals,12-03-2024,25090,19.99,409596.0,23.34107405843711,73,Indie,Prophecy Games,Prophecy Games,2687970
Children of the Sun,09-04-2024,29898,14.99,405492.0,2.7145806764945544,94,AA,Devolver Digital,René Rother,1309950
Mahjong Soul,23-07-2024,50514,0.0,404777.0,13.097029411695926,92,Indie,YOSTAR HONG KONG LIMITED,Catfood Studio,2739990
Bulwark Evolution: Falconeer Chronicles,26-03-2024,25933,19.99,404450.0,11.639992881791208,81,Indie,Wired Productions,Tomas Sala,290100
Contra: Operation Galuga,12-03-2024,12497,39.99,398126.0,8.399051408132877,87,AA,KONAMI,WayForward,2235020
IN HEAT: Lustful Nights,21-06-2024,32781,14.99,397065.0,6.52036594813416,92,Indie,Critical Bliss,MonsterBox,1962890
Harold Halibut,16-04-2024,14341,34.99,394548.0,6.805622153637477,82,Indie,Slow Bros.,Slow Bros.,924750
All Quiet in the Trenches,17-01-2024,16987,24.99,389794.0,5.104839946954534,91,Indie,Totally Not Aliens,Totally Not Aliens,863500
Sex of Thrones 👑,25-05-2024,41711,14.99,388950.0,2.4595185609427723,77,Indie,Taboo Tales 💘,Taboo Tales 💘,2480200
Ancient Warfare 3,26-01-2024,51499,12.99,387300.0,30.295830170722663,95,Indie,Jannik Nickel,Jannik Nickel,758990
Mech Engineer,21-05-2024,33261,14.99,386128.0,14.715389523377375,76,Indie,MicroProse Software,KiberKreker,1428520
Knightly Passions,26-04-2024,38551,11.99,384939.0,8.01276168996395,92,Indie,FEYADA,FEYADA,1554260
LoveCraft,09-04-2024,17668,0.0,382551.0,61.80570131947321,79,Indie,WEALTHBIRD,WEALTHBIRD,2692440
SunnySide,14-06-2024,16881,29.99,381290.0,27.80376143819145,71,Indie,"Merge Games,Maximum Entertainment",RainyGames,1746930
Beltmatic,29-03-2024,62742,6.99,381263.0,11.198090277602097,93,Indie,Notional Games,Notional Games,2674590
Dicefolk,27-02-2024,31466,14.99,380842.0,13.233308403295124,90,AA,Good Shepherd Entertainment,"LEAP Game Studios,Tiny Ghoul",1996430
Snezhinka:Sentinel Girls2,26-08-2024,57593,7.99,378779.0,4.930358135271555,97,Indie,hinyari9,hinyari9,2608350
Garten of Banban 7,10-05-2024,42078,9.99,378109.0,4.023750790547608,83,Indie,Euphoric Brothers,Euphoric Brothers,2693060
Anomaly Agent,24-01-2024,57981,11.99,375083.0,10.02888096448273,97,Indie,"Phew Phew Games,GameDev.ist",Phew Phew Games,2378620
Withering Rooms,05-04-2024,17777,24.99,373115.0,18.018266950413388,98,Indie,Perp Games,Moonless Formless,2006140
Clothing Store Simulator,17-06-2024,36906,12.99,372353.0,17.46639916897099,94,Indie,Kiki Games,Kiki Games,2923390
Sketchy's Contract,09-04-2024,51018,8.99,367697.0,10.275375648935109,83,Indie,Dimensionless Games,Dimensionless Games,2823080
Dealer Simulator,29-01-2024,29327,13.99,366870.0,10.789308195923498,68,Indie,Quadfix Games,Quadfix Games,2625620
First Cut: Samurai Duel,17-01-2024,46699,8.99,366211.0,4.945140092145561,88,Indie,Night Eyes Interactive,Night Eyes Interactive,2193490
Godsworn,28-03-2024,14834,29.99,365999.0,7.333360562268755,93,Indie,Thunderoak Interactive,Thunderoak Interactive,1328990
Dungeons of Hinterberg,18-07-2024,15320,29.99,365533.0,10.238644949560896,94,AA,Curve Games,Microbird Games,1983260
Seablip,17-05-2024,28789,14.99,361489.0,6.631394402038207,0,Indie,Vibedy,Jardar Solli,1471270
Tomorrow's Love Puzzle,25-01-2024,40360,9.99,357315.0,4.02736735920015,72,Indie,"柚元(上海)文化传媒有限公司,优酷视频",柚元(上海)文化传媒有限公司,2726890
Grim Clicker,30-01-2024,274957,0.0,355113.9777668873,122.75703853781792,80,Indie,"EvilCharm Games,Aleksandr Golovkin",EvilCharm Games,1160750
Republic of Pirates,19-06-2024,16799,24.99,353044.0,10.567625186740496,78,Indie,PQube,Crazy Goat Games,2103470
NUKITASHI 2,15-02-2024,22206,24.99,348104.0,16.60275279441949,0,Indie,Shiravune,Qruppo,2614070
Internet Cafe & Supermarket Simulator 2024,16-05-2024,27902,14.99,347352.0,15.353030320444184,87,Indie,SmartPlayGames,SmartPlayGames,2738380
Intravenous 2,15-08-2024,21187,19.99,346213.0,8.817770568327841,96,Indie,HypeTrain Digital,Explosive Squat Games,2608270
Realms Of Bondage,11-04-2024,26401,14.99,346056.0,5.603960071763862,97,Indie,Pink Tea,Pink Tea,2353700
Endzone 2,26-08-2024,16983,24.99,343752.0,5.897411388827951,77,Indie,Assemble Entertainment,Gentlymad Studios,2144640
The Magical Mixture Mill,27-03-2024,25696,19.99,343656.0,14.541935899621803,85,Indie,HOOK,Glowlight,1883800
Beyond Good & Evil - 20th Anniversary Edition,24-06-2024,23369,19.99,343615.0,6.166170872664671,79,AAA,Ubisoft,Ubisoft,2556990
Concord™,23-08-2024,9512,39.99,342346.0,5.463667928003807,71,AAA,PlayStation Publishing LLC,Firewalk Studios,2443720
X-Angels,21-06-2024,36871,10.99,341716.0,3.835195609566381,93,Indie,"Mango Party,Barance Studio,Mango Party News",Barance Studio,2090810
Lovey-Dovey Lockdown,13-03-2024,40648,9.99,341695.0,1.7328866681044426,0,Indie,"Mango Party,LewdLoco,Mango Party News","樹懶叫工作室,Sloth Gamer,Maker製造機",2329630
Swarm Grinder,22-04-2024,61398,7.99,341153.0,5.644090790477779,82,Indie,"Last Bite Games,Gamersky Games",Last Bite Games,1375900
No Plan B,03-04-2024,28877,14.99,340655.0,13.046670351591878,91,Indie,GFX47,GFX47,1269020
Felvidek,29-03-2024,34405,10.99,340299.0,3.3707920864324303,99,Indie,Tutto Passa,"Jozef Pavelka,Vlado Ganaj",2299900
Necrosmith 2,27-03-2024,56045,7.99,339556.0,10.07948469122065,0,Indie,Alawar,Alawar,2277320
Master Bladesmith,30-06-2024,14297,29.99,339360.0,10.739834315403728,75,Indie,Elixir Games,Elixir Games,1194830
Furnish Master,19-02-2024,26791,14.99,335843.0,3.571453533283467,78,Indie,Alex Blintsov,Alex Blintsov,2004080
Crown Wars: The Black Prince,23-05-2024,9548,39.99,334624.0,18.441622190968985,58,AA,Nacon,Artefacts Studio,1658920
1000xRESIST,09-05-2024,19741,19.99,334157.0,6.69160734978218,97,Indie,Fellow Traveller,sunset visitor 斜陽過客,1675830
GRAVEN,23-01-2024,17974,24.99,333332.0,6.531416022391941,62,Indie,"3D Realms,Fulqrum Publishing",Slipgate Ironworks™,1371690
Odd Realm,16-08-2024,36336,19.99,332069.0,19.791110214266443,90,Indie,Unknown Origin Games Inc,Unknown Origin Games Inc,688060
9 Days,08-03-2024,24560,14.99,331338.0,10.927570712807812,62,Indie,MVR,MVR,2075720
Little-Known Galaxy,20-05-2024,19170,19.99,331297.0,23.28082226944025,95,Indie,Carbon & Kay,Carbon & Kay,2521600
Ultros,13-02-2024,18046,24.99,329960.0,9.48568392777418,84,Indie,Kepler Interactive,Hadoque,2386310
Goblin Stone,12-03-2024,16012,24.99,329360.0,23.564467837801327,55,Indie,Orc Chop Games,Orc Chop Games,1521970
The Rogue Prince of Persia,27-05-2024,20166,19.99,328937.0,4.042430898585165,85,AAA,Ubisoft,Evil Empire,2717880
Headquarters: World War II,11-04-2024,10073,39.99,328150.0,17.039335573177947,78,AA,Slitherine Ltd.,Starni Games,1840800
Immortal Family,11-07-2024,37184,13.99,327846.0,20.283770415253127,56,Indie,方块游戏(CubeGame),一起来修仙工作室,2013240
Sinister Night 2,03-04-2024,37602,9.99,327297.0,60.02804119836794,82,Indie,Bug Inventors,Bug Inventors,2761670
Alex Jones: NWO Wars,03-01-2024,20806,17.76,323316.0,1.3669062849562543,94,Indie,NWO Wars Team,NWO Wars Team,2487350
Pathless Woods,02-04-2024,24230,19.99,318984.0,31.74362012573788,77,Indie,AniYa Games Studio,AniYa Games Studio,1726130
Bō: Path of the Teal Lotus,17-07-2024,17722,19.99,318836.0,8.127703594245002,81,AA,Humble Games,"Squid Shock Studios,Christopher Stair,Trevor Youngquist",1614440
Sons of Valhalla,05-04-2024,19088,19.99,316497.0,4.631982260827467,65,AA,Hooded Horse,Pixel Chest,1409830
Banana,23-04-2024,30739148,0.0,312915.8051949718,26.142053584290064,85,Indie,Sky,"Sky,AestheticSpartan,O'Brian",2923300
Reign of Guilds,04-04-2024,9654,39.99,312155.0,49.44438001420057,70,Indie,Atlant Games ltd,Atlant Games ltd,716350
Gestalt: Steam & Cinder,16-07-2024,18409,19.99,311648.0,5.862918939678536,82,Indie,Fireshine Games,Metamorphosis Games,1231990
Sacred X：Heavens Wonderland,09-05-2024,33358,0.0,311127.0,15.218051665922731,77,Indie,Sacred X：Heavens Wonderland,Sacred X：Heavens Wonderland,2857890
Songs of Silence,04-06-2024,9658,39.99,310683.0,8.54394550155806,0,Indie,"Chimera Entertainment,H2 Interactive (Korea and Japan)",Chimera Entertainment,2195410
CONSCRIPT,23-07-2024,17794,19.99,309785.0,8.943197928709889,95,AA,Team17,"Jordan Mochi,Catchweight Studio",1286990
Tavern Talk,20-06-2024,20589,17.99,309239.0,8.77890297251394,92,Indie,Gentle Troll Entertainment,Gentle Troll Entertainment,2076140
Survisland / 实境求生,14-04-2024,46318,14.99,309178.0,8.71751675590061,65,Indie,Easy Joy Ltd.,Super Trampers Studio,839630
Northend Tower Defense,04-09-2024,64646,7.99,308936.0,4.689085364892894,82,Indie,"Northend Games,Gamersky Games",Northend Games,1669170
Galacticare,23-05-2024,12476,29.99,308759.0,13.6652980123679,91,Indie,CULT Games,Brightrock Games,494730
Master Detective Archives: RAIN CODE Plus,17-07-2024,5701,59.99,307802.0,14.836618388852264,79,AA,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",2903950
Shadow Corridor 2 雨ノ四葩,29-03-2024,20555,18.99,307662.0,33.5026854448185,87,Indie,Space Onigiri Game LLC,Space Onigiri Game LLC,2310700
Minds Beneath Us,31-07-2024,18389,19.99,306334.0,8.99478181049897,0,Indie,BearBoneStudio,BearBoneStudio,1610440
Seven Lovers In The House,26-03-2024,43904,9.99,305905.0,5.261912776052523,82,Indie,Concrete Interactive顽石发行,Tofu Studio,2774830
"Braid, Anniversary Edition",14-05-2024,28250,19.99,302053.0,5.463457597179698,95,Indie,"Thekla, Inc.","Thekla, Inc.",499180
Isles of Sea and Sky,22-05-2024,18161,19.99,301453.0,10.816936790814603,92,Indie,"Cicada Games,Gamera Games",Cicada Games,1233070
Bingle Bingle,18-03-2024,30163,10.99,301311.0,3.3555247951829443,87,Indie,Knitting Games,Knitting Games,2789810
Wings of Seduction: Bust 'em out!,19-07-2024,29429,12.99,299544.0,8.826653736954144,96,Indie,"Hide Games,Ramen Cat Studio",Ramen Cat Studio,2455140
Vigor,16-05-2024,16585,19.99,298380.0,17.057238219828335,54,AA,Bohemia Interactive,Bohemia Interactive,2818260
反转21克,01-02-2024,46368,8.99,294934.0,11.705099196192378,76,Indie,想象颗粒,想象颗粒,2685620
Tales of Kenzera™: ZAU,23-04-2024,17529,19.99,292022.0,5.795633305036823,82,AAA,Electronic Arts,Surgent Studios,2316580
hololive Treasure Mountain,31-07-2024,36003,8.99,291300.0,8.571670578322678,97,Indie,holo Indie,BeXide Inc.,2972990
The Saboteur™,07-03-2024,53376,9.99,290153.0,12.83074271799272,92,AAA,Electronic Arts,Pandemic Studios,24880
New Star GP,07-03-2024,16009,29.99,286736.0,8.869371110870562,0,Indie,Five Aces Publishing Ltd.,New Star Games Ltd.,2217580
Kill It With Fire 2,16-04-2024,22552,14.99,286580.0,5.995546638251118,95,AA,tinyBuild,Casey Donnellan Games LLC,2357000
Factory Town Idle,08-01-2024,74350,4.99,284695.0,39.89461498709381,91,Indie,Erik Asmussen,Erik Asmussen,2207490
Our Adventurer Guild,12-04-2024,23699,14.99,284501.0,39.46176078042124,100,Indie,GreenGuy,GreenGuy,2026000
Fantasy Map Simulator,04-09-2024,43880,7.99,283947.0,2.402464122744893,0,Indie,The Stranger,The Stranger,3035500
Vaygren - Lustful Temptation,15-05-2024,41551,7.99,283824.0,1.331909162554531,94,Indie,Critical Bliss,Cyberframe Studios,1771700
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,07-08-2024,6298,49.99,283353.0,8.587601388172795,50,AA,Bandai Namco Entertainment Inc.,"ZOC Co.,Ltd.",2197680
LoveXLust,06-09-2024,10749,34.99,280098.0,1.939318005493168,72,Indie,CTM,CTM,2647060
My Recycling Center,01-02-2024,20320,14.99,279126.0,16.77815428837053,0,Indie,Darius Bode,Darius Bode,2613060
City Transport Simulator: Tram,20-06-2024,10531,29.99,278620.0,7.81314752428626,65,Indie,Dovetail Games,ViewApp,2604480
Motel Manager Simulator,26-08-2024,18451,17.99,277766.0,11.984054149778297,90,Indie,Denzone Games,Denzone Games,2594540
The Secret Atelier,26-02-2024,19943,16.99,276924.0,1.732537658664651,86,Indie,Denpasoft,KENZsoft,2799690
Coffee Caravan,20-05-2024,29571,11.99,276349.0,4.877388018812072,92,Indie,Broccoli Games,Broccoli Games,2649080
Touhou Genso Wanderer -FORESIGHT-,14-05-2024,9637,34.99,275769.0,15.744549618397478,0,Indie,Phoenixx Inc.,"AQUASTYLE,ankaa studio",1847150
Revival: Recolonization,11-04-2024,11698,29.99,274280.0,7.034563470064829,84,Indie,HeroCraft PC,HeroCraft PC,1306770
Shut Up and Dance: Special Edition,30-05-2024,17701,17.99,273599.0,4.888716221882648,90,Indie,Boring Games,Boring Games,2218930
Rise of Gun,25-03-2024,32764,10.99,272968.0,4.866904160347173,85,Indie,PimpGameStudio,PimpGameStudio,2319640
Anomaly Collapse,11-04-2024,16403,19.99,272494.0,14.25436172637584,84,Indie,RocketPunch Games,RocketPunch Games,2082410
My Island,01-05-2024,42250,14.99,271974.0,6.532271264036645,68,Indie,SnowBaby Games,SnowBaby Games,1004270
Love challenge,15-01-2024,25372,12.99,267903.0,1.757281516373071,81,Indie,"Playmeow,CS Game","雪山雞白郎,SnowGBL",2334130
Synergy,21-05-2024,13623,24.99,267742.0,9.27115182143235,86,Indie,"Goblinz Publishing,H2 Interactive Co., Ltd.",Leikir Studio,1989070
Sixty Four,04-03-2024,50062,5.99,267621.0,18.30170091618245,0,Indie,Playsaurus,Oleg Danilov,2659900
METAL SLUG ATTACK RELOADED,18-06-2024,29455,9.99,264829.0,24.327025528214605,73,Indie,SNK CORPORATION,SNK CORPORATION,2322440
Dice Kingdoms,05-04-2024,20598,14.99,264059.0,12.996371134038808,89,Indie,Fivemid Studio,Fivemid Studio,1501690
Black Myth: Wukong,19-08-2024,15517278,59.99,837793356.0,20.065040850375343,96,AAA,Game Science,Game Science,2358720
HELLDIVERS™ 2,08-02-2024,11905198,39.99,435635596.0,39.2059601690564,71,AAA,PlayStation Publishing LLC,Arrowhead Game Studios,553850
Palworld,18-01-2024,16704850,29.99,392328553.0,41.84076108534572,94,AA,Pocketpair,Pocketpair,1623730
Sons Of The Forest,22-02-2024,8693478,29.99,217017892.0,17.34120548403574,86,AA,Newnight,Endnight Games Ltd,1326470
Dragon's Dogma 2,21-03-2024,1785028,69.99,111478291.0,31.68705023106798,0,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2054970
The First Descendant,30-06-2024,4043850,0.0,102244808.0,49.8702302718194,55,AA,NEXON,"NEXON Games Co., Ltd.",2074920
Last Epoch,21-02-2024,3300623,34.99,97723674.0,51.95523761434153,86,AA,Eleventh Hour Games,Eleventh Hour Games,899770
7 Days to Die,25-07-2024,9877443,44.99,89781931.0,85.91358519475969,89,AA,The Fun Pimps Entertainment LLC,The Fun Pimps,251570
V Rising,08-05-2024,4784609,34.99,83614738.0,32.69529338148719,0,AA,Stunlock Studios,Stunlock Studios,1604030
Manor Lords,26-04-2024,2294915,39.99,63098408.0,16.702169048666715,88,AA,Hooded Horse,Slavic Magic,1363080
Enshrouded,24-01-2024,2338262,29.99,57595515.0,37.76789566288458,87,AA,Keen Games GmbH,Keen Games GmbH,1203620
Ghost of Tsushima DIRECTOR'S CUT,16-05-2024,925123,59.99,49948315.0,26.17833373173042,92,AAA,PlayStation Publishing LLC,"Sucker Punch Productions,Nixxes Software",2215430
Granblue Fantasy: Relink,31-01-2024,1057697,59.99,49035237.0,53.90617871692726,90,AA,"Cygames, Inc.","Cygames, Inc.",881020
TEKKEN 8,25-01-2024,734722,69.99,45285110.0,60.82372173009936,71,AAA,Bandai Namco Entertainment,Bandai Namco Studios Inc.,1778820
Hades II,06-05-2024,1582696,29.99,42718547.0,22.847145780597383,0,AA,Supergiant Games,Supergiant Games,1145350
Persona 3 Reload,01-02-2024,612576,69.99,34601865.0,35.384946285028754,95,AA,SEGA,ATLUS,2161700
Once Human,09-07-2024,5709407,0.0,34530561.0,42.261045196968674,72,Indie,Starry Studio,Starry Studio,2139460
Gray Zone Warfare,30-04-2024,1032731,34.99,34030740.0,31.906496989180315,67,Indie,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",2479810
Blade and Sorcery,17-06-2024,1606175,29.99,31266686.0,19.72078698069728,97,Indie,WarpFrog,WarpFrog,629730
The Outlast Trials,05-03-2024,1230011,39.99,30878209.0,24.44136754786277,94,AA,Red Barrels,Red Barrels,1304930
Supermarket Simulator,20-02-2024,2514219,12.99,26020639.0,18.640685149153384,94,Indie,Nokta Games,Nokta Games,2670630
Horizon Forbidden West™ Complete Edition,21-03-2024,422985,59.99,22958942.0,47.24976034274703,91,AAA,PlayStation Publishing LLC,"Guerrilla,Nixxes Software",2420110
The Planet Crafter,10-04-2024,1381487,23.99,21286732.0,28.17299459798124,97,Indie,Miju Games,Miju Games,1284190
Like a Dragon: Infinite Wealth,25-01-2024,369330,69.99,21265220.0,38.898038241940334,91,AA,SEGA,Ryu Ga Gotoku Studio,2072450
Balatro,20-02-2024,1602797,14.99,20479210.0,32.72552809973843,97,Indie,Playstack,LocalThunk,2379780
Core Keeper,27-08-2024,2023964,19.99,20361907.0,34.07567413063779,92,Indie,Fireshine Games,Pugstorm,1621690
Bodycam,07-06-2024,632326,33.32,17732078.0,8.028879614183062,74,Indie,Reissad Studio,Reissad Studio,2406770
Chained Together,19-06-2024,3946801,4.99,17039291.0,4.298188585202378,89,Indie,Anegar Games,Anegar Games,2567870
No Rest for the Wicked,18-04-2024,517447,39.99,15949990.0,18.78873197851241,0,AA,Private Division,Moon Studios GmbH,1371980
Firestone: Online Idle RPG,01-04-2024,335093,0.0,15689364.148647271,296.3328524525871,79,Indie,Holyday Studios,Holyday Studios,1013320
WARNO,23-05-2024,449407,39.99,14143225.0,28.25157586674716,82,Indie,Eugen Systems,Eugen Systems,1611600
F1® 24,31-05-2024,188513,69.99,10996510.0,25.24621722157666,63,AAA,Electronic Arts,Codemasters,2488620
NBA 2K25,03-09-2024,171817,69.99,10822924.0,9.623975638287607,47,AAA,2K,Visual Concepts,2878980
Summoners War,07-01-2024,540801,0.0,10787342.0,112.85633956732288,0,Indie,Com2uS,Com2uS,2426960
Nightingale,20-02-2024,415122,29.99,10758811.0,26.825273305586048,64,Indie,Inflexion Games,Inflexion Games,1928980
Dead Island 2,22-04-2024,349091,59.99,10669532.0,13.86405299768773,73,AA,Deep Silver,Dambuster Studios,934700
Deep Rock Galactic: Survivor,14-02-2024,1369698,9.99,10517722.0,21.29562386113439,86,Indie,Ghost Ship Publishing,Funday Games,2321470
Abiotic Factor,02-05-2024,520841,24.99,10501115.0,18.452732943062458,96,Indie,Playstack,Deep Field Games,427410
Smalland: Survive the Wilds,15-02-2024,469162,34.99,10468105.0,10.92605713675568,86,Indie,"Merge Games,Maximum Entertainment",Merge Games,768200
Lust Goddess,21-02-2024,456707,0.0,9695496.0,33.54434298588976,48,Indie,BRAWEA LTD,BRAWEA LTD,2808930
Suicide Squad: Kill the Justice League,02-02-2024,174510,69.99,9602451.0,15.856901582942724,72,AAA,Warner Bros. Games,Rocksteady Studios,315210
Pacific Drive,21-02-2024,401030,29.99,9517954.0,18.181118323923094,0,Indie,Kepler Interactive,Ironwood Studios,1458140
Content Warning,01-04-2024,1448054,7.99,9426045.0,8.945764643641505,95,AA,Landfall,"thePetHen,Skog,Zorro,Wilnyl,Philip",2881650
Workers & Resources: Soviet Republic,20-06-2024,456555,39.99,9363299.0,91.46189909283493,93,AA,Hooded Horse,3Division,784150
UBOAT,02-08-2024,600124,29.99,9013215.0,31.07835947660008,82,AA,PlayWay S.A.,Deep Water Studio,494840
Infection Free Zone,11-04-2024,452146,24.99,8739530.0,14.494431536608284,73,Indie,Games Operators,Jutsu Games,1465460
Dark and Darker,07-06-2024,2640903,0.0,8706135.0,31.97402719520565,74,Indie,IRONMACE,IRONMACE,2016590
Songs of Conquest,20-05-2024,501474,34.99,8641459.0,11.891151791901212,88,AA,Coffee Stain Publishing,Lavapotion,867210
GUNDAM BREAKER 4,28-08-2024,156339,59.99,8440898.0,14.733899002290528,81,AA,Bandai Namco Entertainment Inc.,"CRAFTS ＆ MEISTER Co., Ltd",1672500
Peglin,27-08-2024,544144,19.99,8125042.0,30.16099467784799,82,Indie,"Red Nexus Games Inc.,IndieArk",Red Nexus Games Inc.,1296610
