text,sentiment
You people haVe no idea how depressing it is being at a steakhouse and not being able to eat,negative
Got a Saturdays framed signed foto last night  and a Valentino rossi  aswell  eee what a night,positive
Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ,positive
thinking about new oh yes  btw bankroll stays at  so down a bit from yesterday and I wont whine about bad beats  ,positive
ahhh i FINALLY went to yogurtland  i saved my spoon hahaha,neutral
 any  sorry wahh lub u toooo ,neutral
 cupcake  you can call me anything but bitch i supposeand even then under certain circumstances,negative
They burnt my zuccini,negative
 Oh no  I hope you find your kitten,positive
madd bored,negative
Puzzled by peoples mood swings it makes me somewhat sad that I cant pinpoint  how  they feel,negative
 Where did you get a copy I wanna watch that also,neutral
weber I wrote a leadership essay abt its founder The expansion didnt went well tried to break in America Lots of money burned,negative
Doh In a rush to get to the Puma Open and I just got pulled over So sad,negative
Is relaxing in bed for a while before I go to sleep It was nice to get out of my house for a while tonight,positive
 that is truly impressive Cant come close to that Takes the argument over whether web needs subs to a new level though,positive
 You charmer   Do you like football too,neutral
 Thank you Jon  Thats very sweet,positive
  i missed you today was the greatest day ever im burnt and  lmfao but it will be a nice tan  rides in  hrs  ,neutral
 perhaps she will start including magic in all of her tweets now too BTW you didnt write magic in ur tweet to me,neutral
I FEEL LIKE ,negative
 Im so sorry  do you want me to call If not I will be on aim in a couple of hours if you need to vent,negative
 ya and i would have gained a few kgs by then  what are you working on today,neutral
My heads THUMPING,negative
 cant wait to crack it open and no doubt will learn from it as well as support my evangelizing cubiclefreedomness,positive
last night in cork  and come tomorrow i wont even remember it double sad face  haha in the words on lily allen NOT FAIR,negative
 Lol it went okay As far as I can tell  But then I had to do a test today for geo and I was all zoned out and got like ,positive
it makes me want to cry when  grown men discuss characters on All My Children,negative
About to go eat breakfast at jay jays cafe with my one and only,neutral
fml i stepped on a needle ouch waaaaa   drycleaners,negative
Well rite i gt a headache,negative
is wondering what actually to do when I have a week to do  all bar pack most peeps r leavin too,negative
Waking up workingHappy as can be  Its gonna be a great day today I can see itand im not sore from Running yesterday,positive
Just broke her dresser shes had since she was three,negative
 Headaches suck especially stress related ones I used to get those a lot  ,neutral
I really like Lady GaGas Paparazzi  whatshappening,positive
getting my new cellphone on wednesday the LG Voyager its soo sweet i cant wait that long though,positive
chili cheese fries a bad idea for lunch,negative
 youre absolutely welcome  i love you too and am happy i was able to help make that moment happen,positive
 youre not gonna paint me oh well  ,neutral
just joined Twitter     Hiya world,neutral
 Indeed I did get your song however am unable to listen,neutral
Decided not to goI want to see my sweetie  But I cant,negative
feeling better still coughing   not moving on yet its impossible,neutral
Really big spider on the floor two metres away from me  am actually a little scared,negative
 tell your grandmother i say hello,neutral
hunter Ah now Comedy Central have Frasier all morning till twelve So I guess there goes my morning,neutral
feels slightly better but  i sure do miss himhes going to be so hard to get over  i messed it up donutscomfort,neutral
I need to get some shut eye But I just cant lets try  more time Ta Ta Twitterworld,neutral
 DANGwhen did they plant those thorny bushes there OUCHno kitty hugs today,neutral
Nanay cried after reading the card I gave her Hugged her and next thing I knew I was crying too Haha Were such cry babies Love her,neutral
cant wait for Daughtrys new album Ack Two more months,positive
Doing my FF later too busy making up plans for today Beshie   is gonna be in DC June  for a bball game,negative
 have you seen The Fifth Element makes super green a lot funnier,positive
 Like double posting on twitter    lol  Not me I dont take anything,neutral
 my friday feels boring too no time for fun today and not so much in the mood for it either,negative
 excuse me theres me  jkidding lolso how long  yr fun night out starts lol,positive
 fair enough actually you dont have to give me xmen  mad max will do me fine,positive
MondayFunday  Wake up peopleand keep me awake please   Today is going to be a long oneI can already feel it Eww,negative
 dont depress me  I have the motherinlaw staying the weekend Someone else to wait on other than the kids,negative
 girl you stay inviting me but not doing a followup hahaha no phone call to check up on me,negative
  No fair I want a sticker but I just moved away from London,negative
starting off my day with a little Northern Light,neutral
Too tired,negative
Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So Cal  too bad its in the Mission Viejo mall,neutral
 loll  of course me tooo   i love their new song toooo ,positive
There was no traffic at all on my way home and all traffic lights were greenIm afraidIowe karma a big check,positive
homeworkboring,negative
was doing a hard copy doc reviewwhile writing comments realized ve forgotten writing ie on papercan hardly recognize or read it back,negative
Y is it when I luv someone I fear them i just wish someone can exsplain it  me,neutral
Morning everyone Hope you have a great Sunday,positive
Looks like my Twitter is down,negative
A beautiful song for anyone that could use a pick me up tonight   ,positive
PrintChick exactly Thats the first time i saw his  reply to Jon Never going there again Oh have fun with d new phone,positive
rey Nah you do it really gradually with PTFE tape so goes up  mm at a time Ive been doing it for years I love it  x,positive
honey thank you  i have a business exam tomorrow too ,positive
 at least its legal  here in kuwait if u werent driving SUV then u will get a ticket with big smile,neutral
yup stil at work,neutral
 Oh I love em but when I think about the kind of preservatives theyre using to stay justbaked it kinda makes me sick,neutral
My dads drunk off his  Today was successful,positive
  marriage isnt legal everywhere here,negative
 IM SORRRYY  i went to the cinema with my broth cause im cool and yeah im sorrrry  TOMORROW THO ILL MAKE SURE OF IT,neutral
